monthNameDay,monthDayYear,monthNameDayYear,dayYear,yearQuarterMonthWeekDay,dayFrom1900,calendarWeekOfMonth,noncalendarWeekOfMonth,calendarWeekOfQuarter,noncalendarWeekOfQuarter
January 01,1/1/2019,"January 01, 2019",1/2019,2019101101,43466,0,1,0,1
January 02,1/2/2019,"January 02, 2019",2/2019,2019101102,43467,0,1,0,1
January 03,1/3/2019,"January 03, 2019",3/2019,2019101103,43468,0,1,0,1
January 04,1/4/2019,"January 04, 2019",4/2019,2019101104,43469,0,1,0,1
January 05,1/5/2019,"January 05, 2019",5/2019,2019101105,43470,0,1,0,1
January 06,1/6/2019,"January 06, 2019",6/2019,2019101106,43471,1,1,1,1
January 07,1/7/2019,"January 07, 2019",7/2019,2019101107,43472,1,1,1,1
January 08,1/8/2019,"January 08, 2019",8/2019,2019101208,43473,1,2,1,2
January 09,1/9/2019,"January 09, 2019",9/2019,2019101209,43474,1,2,1,2
January 10,1/10/2019,"January 10, 2019",10/2019,2019101210,43475,1,2,1,2
January 11,1/11/2019,"January 11, 2019",11/2019,2019101211,43476,1,2,1,2
January 12,1/12/2019,"January 12, 2019",12/2019,2019101212,43477,1,2,1,2
January 13,1/13/2019,"January 13, 2019",13/2019,2019101213,43478,2,2,2,2
January 14,1/14/2019,"January 14, 2019",14/2019,2019101214,43479,2,2,2,2
January 15,1/15/2019,"January 15, 2019",15/2019,2019101315,43480,2,3,2,3
January 16,1/16/2019,"January 16, 2019",16/2019,2019101316,43481,2,3,2,3
January 17,1/17/2019,"January 17, 2019",17/2019,2019101317,43482,2,3,2,3
January 18,1/18/2019,"January 18, 2019",18/2019,2019101318,43483,2,3,2,3
January 19,1/19/2019,"January 19, 2019",19/2019,2019101319,43484,2,3,2,3
January 20,1/20/2019,"January 20, 2019",20/2019,2019101320,43485,3,3,3,3
January 21,1/21/2019,"January 21, 2019",21/2019,2019101321,43486,3,3,3,3
January 22,1/22/2019,"January 22, 2019",22/2019,2019101422,43487,3,4,3,4
January 23,1/23/2019,"January 23, 2019",23/2019,2019101423,43488,3,4,3,4
January 24,1/24/2019,"January 24, 2019",24/2019,2019101424,43489,3,4,3,4
January 25,1/25/2019,"January 25, 2019",25/2019,2019101425,43490,3,4,3,4
January 26,1/26/2019,"January 26, 2019",26/2019,2019101426,43491,3,4,3,4
January 27,1/27/2019,"January 27, 2019",27/2019,2019101427,43492,4,4,4,4
January 28,1/28/2019,"January 28, 2019",28/2019,2019101428,43493,4,4,4,4
January 29,1/29/2019,"January 29, 2019",29/2019,2019101529,43494,4,5,4,5
January 30,1/30/2019,"January 30, 2019",30/2019,2019101530,43495,4,5,4,5
January 31,1/31/2019,"January 31, 2019",31/2019,2019101531,43496,4,5,4,5
February 01,2/1/2019,"February 01, 2019",32/2019,2019102101,43497,0,1,4,5
February 02,2/2/2019,"February 02, 2019",33/2019,2019102102,43498,0,1,4,5
February 03,2/3/2019,"February 03, 2019",34/2019,2019102103,43499,1,1,5,5
February 04,2/4/2019,"February 04, 2019",35/2019,2019102104,43500,1,1,5,5
February 05,2/5/2019,"February 05, 2019",36/2019,2019102105,43501,1,1,5,6
February 06,2/6/2019,"February 06, 2019",37/2019,2019102106,43502,1,1,5,6
February 07,2/7/2019,"February 07, 2019",38/2019,2019102107,43503,1,1,5,6
February 08,2/8/2019,"February 08, 2019",39/2019,2019102208,43504,1,2,5,6
February 09,2/9/2019,"February 09, 2019",40/2019,2019102209,43505,1,2,5,6
February 10,2/10/2019,"February 10, 2019",41/2019,2019102210,43506,2,2,6,6
February 11,2/11/2019,"February 11, 2019",42/2019,2019102211,43507,2,2,6,6
February 12,2/12/2019,"February 12, 2019",43/2019,2019102212,43508,2,2,6,7
February 13,2/13/2019,"February 13, 2019",44/2019,2019102213,43509,2,2,6,7
February 14,2/14/2019,"February 14, 2019",45/2019,2019102214,43510,2,2,6,7
February 15,2/15/2019,"February 15, 2019",46/2019,2019102315,43511,2,3,6,7
February 16,2/16/2019,"February 16, 2019",47/2019,2019102316,43512,2,3,6,7
February 17,2/17/2019,"February 17, 2019",48/2019,2019102317,43513,3,3,7,7
February 18,2/18/2019,"February 18, 2019",49/2019,2019102318,43514,3,3,7,7
February 19,2/19/2019,"February 19, 2019",50/2019,2019102319,43515,3,3,7,8
February 20,2/20/2019,"February 20, 2019",51/2019,2019102320,43516,3,3,7,8
February 21,2/21/2019,"February 21, 2019",52/2019,2019102321,43517,3,3,7,8
February 22,2/22/2019,"February 22, 2019",53/2019,2019102422,43518,3,4,7,8
February 23,2/23/2019,"February 23, 2019",54/2019,2019102423,43519,3,4,7,8
February 24,2/24/2019,"February 24, 2019",55/2019,2019102424,43520,4,4,8,8
February 25,2/25/2019,"February 25, 2019",56/2019,2019102425,43521,4,4,8,8
February 26,2/26/2019,"February 26, 2019",57/2019,2019102426,43522,4,4,8,9
February 27,2/27/2019,"February 27, 2019",58/2019,2019102427,43523,4,4,8,9
February 28,2/28/2019,"February 28, 2019",59/2019,2019102428,43524,4,4,8,9
March 01,3/1/2019,"March 01, 2019",60/2019,2019103101,43525,0,1,8,9
March 02,3/2/2019,"March 02, 2019",61/2019,2019103102,43526,0,1,8,9
March 03,3/3/2019,"March 03, 2019",62/2019,2019103103,43527,1,1,9,9
March 04,3/4/2019,"March 04, 2019",63/2019,2019103104,43528,1,1,9,9
March 05,3/5/2019,"March 05, 2019",64/2019,2019103105,43529,1,1,9,10
March 06,3/6/2019,"March 06, 2019",65/2019,2019103106,43530,1,1,9,10
March 07,3/7/2019,"March 07, 2019",66/2019,2019103107,43531,1,1,9,10
March 08,3/8/2019,"March 08, 2019",67/2019,2019103208,43532,1,2,9,10
March 09,3/9/2019,"March 09, 2019",68/2019,2019103209,43533,1,2,9,10
March 10,3/10/2019,"March 10, 2019",69/2019,2019103210,43534,2,2,10,10
March 11,3/11/2019,"March 11, 2019",70/2019,2019103211,43535,2,2,10,10
March 12,3/12/2019,"March 12, 2019",71/2019,2019103212,43536,2,2,10,11
March 13,3/13/2019,"March 13, 2019",72/2019,2019103213,43537,2,2,10,11
March 14,3/14/2019,"March 14, 2019",73/2019,2019103214,43538,2,2,10,11
March 15,3/15/2019,"March 15, 2019",74/2019,2019103315,43539,2,3,10,11
March 16,3/16/2019,"March 16, 2019",75/2019,2019103316,43540,2,3,10,11
March 17,3/17/2019,"March 17, 2019",76/2019,2019103317,43541,3,3,11,11
March 18,3/18/2019,"March 18, 2019",77/2019,2019103318,43542,3,3,11,11
